Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020
Australia,0.028147759333377077,0.02694452497484609,0.03430423103107963,0.0357400147825192,0.050846593660529966,0.05615348619560131,0.05838125650718673,0.0643244392801334,0.05788480082576159,0.053142974375199284,0.058665857482425525,0.10273568009224474,0.1211522270596869,0.14426361606281798,0.17651748000540857,0.1874162940094886,0.1916452287342002,0.1697297407453952,0.345309557210479,0.38246024237167536,0.3777388327808125,0.4135012985549887,0.41622383966916376,0.40193887729433747,0.39441532508529026,0.3792955421592093,0.3451771757936041,0.3917497487208135,0.4688371515591,0.49280809127038444,0.5178619108428624,0.5399604724607595,0.5743321477846609,0.6040272738665833,0.6616508161510153,0.662352927850023,0.6479052794689708,0.6170789787649358,0.6098230909349381,0.6431795955187841,..
Austria,0.3410630743613781,..,..,..,..,0.3744288683464156,..,..,..,..,0.21617464843141806,0.23052456200264257,0.24959414438179467,0.2707443077424362,0.2754810263975936,0.28145976346019097,0.2873116805397235,0.3055860904848441,0.22743924077340305,0.231641664569028,0.2677409227014562,0.2700404152016035,0.26979199517655655,0.2849540255666176,0.2828990330644445,0.281866881456094,0.28584011187127534,0.28885284736452776,0.3088621094395676,0.3811853658735332,0.45268448281858065,0.44667663960838,0.4681521226776024,0.48682557828123446,0.5102775009951883,0.5190966046989579,0.539764383795674,0.5318864469872163,0.5292499051964799,0.5470384739605421,..
Belgium,0.013373624180529101,0.014272839289328895,0.014235575465643342,0.014603609852775071,0.013932217138900376,0.013529104539129437,0.013261145197549043,0.013357054624017636,0.012416826029802461,0.01166749548720808,0.003891172098337876,0.0032969474817896075,0.004000823488646063,0.0036015821635843968,0.003173319121703681,0.03716475579970648,0.04501915420946945,0.05233272423433132,0.4825101308011923,0.49716955014548947,0.49202967312500634,0.5856098793904939,0.6026661486267753,0.6190666478049026,0.6149776543376774,0.6109019779056077,0.6140571086068135,0.6108967613533676,0.6361478038795398,0.6515184372887821,0.6772052577371224,0.6818985932929776,0.737046485415002,0.7701537645777459,0.8182006995211241,0.8019159036665212,0.8166586653602602,0.8034003458149591,0.8107006631211694,0.807936440649831,..
Canada,..,..,..,..,..,..,..,..,..,..,..,0.0987464759402922,0.10501852812122611,0.1098492287305234,0.1135470815829322,0.11867539750981981,0.11620918515478779,0.11261336050703656,0.10956840857631311,0.1406395512503566,0.14270710719091378,0.17519405351574951,0.1805957005582859,0.1867640689862909,0.19077572266196677,0.19795729248375726,0.20782951980173625,0.20212443249176515,0.2023643411030443,0.21984929665268674,0.21959163386470615,0.22059215116404365,0.22958212856436683,0.22338102318220837,0.22333916604546505,0.23338666261174074,0.23237955879621955,0.22729109863746955,0.2693702594429098,0.28118908803866516,0.3240084136182212
Chile,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.20135751449497585,0.24788801524006973,0.24284806662988986,0.2422290299027689,0.2530051605619489,0.2798080400372501,0.26945604030149,0.2602187146387001,0.3064846869125687,0.36802343568227086,0.4588277243409715,0.4316746657071489,0.4020342475843413,0.40852823797240345,0.45059474897492297,0.46969580326065424,0.5516820080833221,0.6102611239353445,0.6391242089126888,0.645009414581381,0.6255704254309955,0.6431711016447134
Colombia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4494031326705143,0.37760175074730506,0.5520021864769372,0.41444188431180673,0.4320889700712137,0.4194460785743987,0.40064528814192935,0.3566816995320167,0.3355860881272638,0.4143224774259765,0.4689206874005601
Costa Rica,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.35798974306675,0.35177224913815003,0.4174097684532266,0.4130834794361082,0.42215463130512276,0.4934045975721901,0.4396616686902672,0.4157299659568398,0.31989968008366776,0.2882091474915649
Czech Republic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.30432267179692946,0.31643280301709614,0.30545716618634366,0.2905255715976241,0.31299976235314064,0.30841215814816125,0.30206947358186287,0.314133527915962,0.31381397371764214,0.3016125028642441,0.32137518808156956,0.3872453777786799,0.38859748885274337,0.39398337088370944,0.4301684908768806,0.4531618914811854,0.45605909025457925,0.43379591431901904,0.408224778636568,0.43920201605281395,0.46203522397812696,0.48496426343867294,..
Denmark,1.1026083350170353,1.1774570204366155,1.2030577365187423,1.1310925378612129,1.0871886125182286,1.0283825557744326,1.029123539458443,1.0802649786174874,1.1341605961402128,1.1225045047916584,1.265724909438049,1.3195205741464775,1.3720265892945944,1.4789984917554222,1.4928724334178165,1.4570240431244383,1.5079267295400343,1.5424349252574354,1.366442503076199,1.4172563520737271,1.3723996047508604,1.3781371520226953,1.3765087649330685,1.3853853340349276,1.32629021712797,1.3206450221935893,1.333669283072494,1.3703226721332074,1.3640070715294708,1.4402876043000399,1.3712224742723715,1.5219765152277425,1.5113568203645453,1.4681977977571568,1.393241508795253,1.3249242599239788,1.291412033593985,1.2663164581094528,1.2552579846864638,1.2381408970045151,..
